epoch,timestamp,elapsed_time,total_loss,pde_loss,surf_loss,wt_head_loss,wt_kin_loss,ic_h_loss,ic_zb_loss,pde_grad,surf_grad,wt_head_grad,wt_kin_grad,ic_h_grad,ic_zb_grad,total_grad,pde_weight,surf_weight,wt_head_weight,wt_kin_weight,ic_h_weight,ic_zb_weight,cache_mean_residual,cache_max_residual,cache_std_residual,learning_rate,epoch_time
1799,2025-09-23T18:48:17.788880,45.8966269493103,4.6551980631193146e-05,1.6739146303734742e-05,1.561840508657042e-05,2.6160232664551586e-06,3.965018890994543e-07,1.115167196985567e-05,3.0230857817059587e-08,0.002029932693438006,0.00039046170746613937,0.00280302031612484,8.667558315453972e-06,0.0011291084541043912,0.00016787160127816015,0.0013772188425250555,100000000.0,100000000.0,0.001,131071.99999999996,0.001,0.30778614314258396,4.048363280162448e-07,2.9802358767483383e-06,2.659747622146824e-07,0.003,0.024420976638793945
1849,2025-09-23T18:48:18.990013,47.09775996208191,5.39933935215231e-05,1.7990601918427274e-05,1.532169699203223e-05,2.097699734804337e-06,5.542200369745842e-07,1.8009937775786966e-05,1.9239152493355505e-08,0.002638314143828144,0.0002086039220270822,0.002306907198454538,1.4665185146013283e-05,0.0020181268621728356,0.0001291932767648215,0.0012975351975618135,100000000.0,100000000.0,0.001,262143.99999999994,0.001,0.2871746282271721,4.048363280162448e-07,2.9802358767483383e-06,2.659747622146824e-07,0.003,0.024086952209472656
1899,2025-09-23T18:48:20.180234,48.287981033325195,5.429605153040029e-05,1.5388015526696108e-05,1.911414619826246e-05,2.1379373720264994e-06,8.199437502298679e-07,1.682147012616042e-05,1.4539190296147808e-08,0.0031101978526477175,0.000295620793249572,0.0019599460922832134,1.661941454159566e-05,0.0019576164844102685,0.00011221804875431752,0.002350581374257412,100000000.0,100000000.0,0.001,262143.99999999994,0.001,0.2871746282271721,4.048363280162448e-07,2.9802358767483383e-06,2.659747622146824e-07,0.003,0.023266077041625977
1949,2025-09-23T18:48:21.358390,49.466137170791626,4.729886495624669e-05,1.3319207937456667e-05,1.4907172953826375e-05,2.3912725737318397e-06,1.0871895028685685e-06,1.550757951918058e-05,8.644572346838686e-08,0.0016999007514356666,0.0002308461792179857,0.0025141154265514803,3.285076344150054e-05,0.001763760659147725,0.00026416098836625314,0.001897739503283506,100000000.0,100000000.0,0.001,524287.99999999994,0.001,0.26794340464838234,4.048363280162448e-07,2.9802358767483383e-06,2.659747622146824e-07,0.003,0.023185014724731445
1999,2025-09-23T18:48:22.558528,50.66627502441406,5.96063764533028e-05,1.2686797163041774e-05,3.2473642932018265e-05,2.42687428908539e-06,1.6834014786581974e-06,1.0315581675968133e-05,2.0081500906599103e-08,0.002592724007542473,0.0002943275081604201,0.0025381233799219283,3.1680109228874184e-05,0.0010040239389748154,0.0001273974344000078,0.0008458900005286568,100000000.0,100000000.0,0.001,524287.99999999994,0.001,0.26794340464838234,4.048363280162448e-07,2.9802358767483383e-06,2.659747622146824e-07,0.003,0.02390909194946289
2049,2025-09-23T18:48:23.810497,51.91824412345886,5.030184183851816e-05,1.3561943887907546e-05,1.391298519592965e-05,2.3147872525441926e-06,2.4302203200932126e-06,1.784500818757806e-05,2.3689310069130443e-07,0.0024465301350363663,0.00026067116753468564,0.0023452323859819903,6.595173406671321e-05,0.002114798730113745,0.0004217049722898354,0.0013566365999374119,100000000.0,100000000.0,0.001,1048576.0,0.001,0.2500000384239531,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.02466106414794922
2099,2025-09-23T18:48:24.992838,53.100584983825684,4.2616084101609886e-05,1.5086528037500102e-05,8.508924111083616e-06,1.6304441032843897e-06,1.3915364434069488e-06,1.5683599485782906e-05,3.1505427955380583e-07,0.005504082611023648,0.00018341253255394177,0.0023230432794162518,5.625834892581325e-05,0.0017705609787917222,0.00048601939441769216,0.003356597318942129,100000000.0,100000000.0,0.001,1048576.0,0.001,0.2500000384239531,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.024267911911010742
2149,2025-09-23T18:48:26.175504,54.2832510471344,5.270972178550437e-05,1.6950782082858495e-05,1.1168449418619275e-05,2.372878043388482e-06,3.5471116461849306e-06,1.867046557890717e-05,3.6545665799136984e-11,0.007170826970191522,0.00018466638395014487,0.0019270116634626745,0.00013174111283959503,0.002119949083660718,5.0595203829206325e-06,0.00442277125326707,100000000.0,100000000.0,0.001,2097152.0,0.001,0.23325828553113276,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.023942947387695312
2199,2025-09-23T18:48:27.416116,55.523863077163696,5.442072870209813e-05,1.0206726074102335e-05,2.500071786926128e-05,2.4433416001556907e-06,3.834044491668465e-06,1.2935583981743548e-05,3.1598845762204064e-10,0.001162504398309673,0.00016806675067770007,0.002869744443949024,8.7077464765376e-05,0.001562239301300606,1.4871978398730591e-05,0.002135409743092927,100000000.0,100000000.0,0.001,2097152.0,0.001,0.23325828553113276,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.024003028869628906
2249,2025-09-23T18:48:28.610934,56.71868109703064,5.699721077689901e-05,1.3806020433548838e-05,2.4374472559429705e-05,2.0898801267321687e-06,5.81978065383737e-06,1.0895942068600561e-05,1.1112246234290524e-08,0.003355285416014795,0.0003418134484896765,0.0026163465748080166,0.00014132603581661898,0.0011878086101871689,8.506621573804006e-05,0.000916584707280703,100000000.0,100000000.0,0.001,4194304.000000001,0.001,0.21763767763185987,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.028602123260498047
2299,2025-09-23T18:48:29.799338,57.90708518028259,3.352470957906917e-05,8.75887599249836e-06,9.186648640024941e-06,2.307334170836839e-06,5.570181201619562e-06,7.693298357480671e-06,8.371784154803663e-09,0.0016217454735040048,0.00016929444318754068,0.002858459808558287,0.00015483169044876361,0.0004021693635427739,7.378301615372329e-05,0.001119637014896115,100000000.0,100000000.0,0.001,4194304.000000001,0.001,0.21763767763185987,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.023501157760620117
2349,2025-09-23T18:48:30.979679,59.08742594718933,4.856584200751968e-05,1.1825131878140382e-05,9.996134394896217e-06,2.039882701865281e-06,1.4843848475720733e-05,9.849811249296181e-06,1.1034861913117311e-08,0.002941861152932552,0.00018033030485900886,0.002196850080592564,0.0003403096461046107,0.0006816412508418035,8.173566666795148e-05,0.0013027051327711933,100000000.0,100000000.0,0.001,8388608.000000002,0.001,0.20306313499198567,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.023038864135742188
2399,2025-09-23T18:48:32.171187,60.27893400192261,3.775955701712519e-05,9.260761544283014e-06,6.211595973582007e-06,2.0669108380388934e-06,1.0208461389993317e-05,9.999000212701503e-06,1.2829167062022862e-08,0.002371165714283976,0.00015151054698720536,0.0023332226791198756,0.00030901049935252604,0.0008498220227714604,8.80659627936857e-05,0.001305759614240891,100000000.0,100000000.0,0.001,8388608.000000002,0.001,0.20306313499198567,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.022929906845092773
2449,2025-09-23T18:48:33.353693,61.461440086364746,5.824614345328882e-05,7.604883194289869e-06,2.0855548427789472e-05,2.8243418910278706e-06,1.4014185580890626e-05,1.2919474102091044e-05,2.7708754402056002e-08,0.0013110483577654876,0.00020912263008503296,0.002859946453356154,0.00046916909235902106,0.001479741212256928,0.00012480579316711434,0.0019144379873737242,100000000.0,100000000.0,0.001,16777215.999999976,0.001,0.1894646057588266,2.9072560892018373e-07,5.2678929023386445e-06,2.3610611776803125e-07,0.003,0.024036884307861328
